# 
#     FLAME dataset
#     L. Fu and E. Medico, FLAME, a novel fuzzy clustering method for the analysis of DNA microarray data. BMC bioinformatics, 2007. 8(1): p. 3.
#     label x y
#     
0 1.8500 27.8000
0 1.3500 26.6500
1 1.4000 23.2500
1 0.8500 23.0500
1 0.5000 22.3500
1 0.6500 21.3500
1 1.1000 22.0500
1 1.3500 22.6500
1 1.9500 22.8000
1 2.4000 22.4500
1 1.8000 22.0000
1 2.5000 21.8500
1 2.9500 21.4000
1 1.9000 21.2500
1 1.3500 21.4500
1 1.3500 20.9000
1 1.2500 20.3500
1 1.7500 20.0500
1 2.0000 20.6000
1 2.5000 21.0000
1 1.7000 19.0500
1 2.4000 20.0500
1 3.0500 20.4500
1 3.7000 20.4500
1 3.4500 19.9000
1 2.9500 19.5000
1 2.4000 19.4000
1 2.4000 18.2500
1 2.8500 18.7500
1 3.2500 19.0500
1 3.9500 19.6000
1 2.7000 17.8000
1 3.4500 18.0500
1 3.8000 18.5500
1 4.0000 19.1000
1 4.4500 19.9000
1 4.6500 19.1500
1 4.8500 18.4500
1 4.3000 18.0500
1 3.3500 17.3000
1 3.7000 16.3000
1 4.4000 16.9500
1 4.2500 17.4000
1 4.8000 17.6500
1 5.2500 18.2500
1 5.7500 18.5500
1 5.3000 19.2500
1 6.0500 19.5500
1 6.5000 18.9000
1 6.0500 18.2000
1 5.6000 17.8000
1 5.4500 17.1500
1 5.0500 16.5500
1 4.5500 16.0500
1 4.9500 15.4500
1 5.8500 14.8000
1 5.6000 15.3000
1 5.6500 16.0000
1 5.9500 16.8000
1 6.2500 16.4000
1 6.1000 17.4500
1 6.6000 17.6500
1 6.6500 18.3000
1 7.3000 18.3500
1 7.8500 18.3000
1 7.1500 17.8000
1 7.6000 17.7000
1 6.7000 17.2500
1 7.3000 17.2500
1 6.7000 16.8000
1 7.3000 16.6500
1 6.7500 16.3000
1 7.4000 16.2000
1 6.5500 15.7500
1 7.3500 15.8000
1 6.8000 14.9500
1 7.4500 15.1000
1 6.8500 14.4500
1 7.6000 14.6000
1 8.5500 14.6500
1 8.2000 15.5000
1 7.9000 16.1000
1 8.0500 16.5000
1 7.8000 17.0000
1 8.0000 17.4500
1 8.4000 18.1000
1 8.6500 17.7500
1 8.9000 17.1000
1 8.4000 17.1000
1 8.6500 16.6500
1 8.4500 16.0500
1 8.8500 15.3500
1 9.6000 15.3000
1 9.1500 16.0000
1 10.2000 16.0000
1 9.5000 16.6500
1 10.7500 16.6000
1 10.4500 17.2000
1 9.8500 17.1000
1 9.4000 17.6000
1 10.1500 17.7000
1 9.8500 18.1500
1 9.0500 18.2500
1 9.3000 18.7000
1 9.1500 19.1500
1 8.5000 18.8000
1 11.6500 17.4500
1 11.1000 17.6500
1 10.4000 18.2500
1 10.0000 18.9500
1 11.9500 18.2500
1 11.2500 18.4000
1 10.6000 18.9000
1 11.1500 19.0000
1 11.9000 18.8500
1 12.6000 18.9000
1 11.8000 19.4500
1 11.0500 19.4500
1 10.3000 19.4000
1 9.9000 19.7500
1 10.4500 20.0000
1 13.0500 19.9000
1 12.5000 19.7500
1 11.9000 20.0500
1 11.2000 20.2500
1 10.8500 20.8500
1 11.4000 21.2500
1 11.7000 20.6000
1 12.3000 20.4500
1 12.9500 20.5500
1 12.5500 20.9500
1 12.0500 21.2500
1 11.7500 22.1000
1 12.2500 21.8500
1 12.8000 21.5000
1 13.5500 21.0000
1 13.6000 21.6000
1 12.9500 22.0000
1 12.5000 22.2500
1 12.2000 22.8500
1 12.7000 23.3500
1 13.0000 22.7000
1 13.5500 22.2000
1 14.0500 22.2500
1 14.2000 23.0500
1 14.1000 23.6000
1 13.5000 22.8000
1 13.3500 23.5000
1 13.3000 24.0000
1 7.3000 19.1500
1 7.9500 19.3500
1 7.7000 20.0500
1 6.7500 19.9000
1 5.2500 20.3500
0 6.1500 20.7000
0 7.0000 20.7000
0 7.6000 21.2000
0 8.5500 20.6000
0 9.3500 20.5000
0 8.3000 21.4500
0 7.9000 21.6000
0 7.1500 21.7500
0 6.7000 21.3000
1 5.2000 21.1000
0 6.2000 21.9500
0 6.7500 22.4000
0 6.1500 22.5000
0 5.6500 22.2000
0 4.6500 22.5500
0 4.1000 23.4500
0 5.3500 22.8000
0 7.4000 22.6000
0 7.7500 22.1000
0 8.5000 22.3000
0 9.3000 22.0000
0 9.7000 22.9500
0 8.8000 22.9500
0 8.0500 22.9000
0 7.6000 23.1500
0 6.8500 23.0000
0 6.2000 23.2500
0 5.7000 23.4000
0 5.1000 23.5500
0 4.5500 24.1500
0 5.5000 24.0000
0 6.1000 24.0500
0 6.5000 23.6000
0 6.7500 23.9500
0 7.3000 23.7500
0 8.3000 23.4000
0 8.9000 23.7000
0 9.5500 23.6500
0 10.3500 24.1000
0 7.9500 24.0500
0 3.9500 24.4000
0 3.7500 25.2500
0 3.9000 25.9500
0 4.5500 26.6500
0 5.2500 26.7500
0 6.5000 27.6000
0 7.4500 27.6000
0 8.3500 27.3500
0 9.2500 27.2000
0 9.9500 26.5000
0 10.5500 25.6000
0 9.9000 24.9500
0 9.2000 24.5000
0 8.5500 24.2000
0 8.8000 24.8000
0 9.2000 25.3500
0 9.5500 26.0500
0 9.0500 26.6000
0 8.8000 25.8000
0 8.1500 26.3500
0 8.0500 25.8000
0 8.3500 25.2000
0 7.9000 25.3000
0 8.0500 24.7000
0 7.3000 24.4000
0 7.5500 24.8500
0 6.8500 24.4500
0 6.2500 24.6500
0 5.5500 24.5000
0 4.6500 25.1000
0 5.0000 25.5500
0 5.5500 26.1000
0 5.5500 25.2500
0 6.2000 25.2000
0 6.8000 25.0500
0 7.4000 25.2500
0 6.6500 25.4500
0 6.1500 25.8000
0 6.5000 26.1000
0 6.6000 26.6000
0 7.7000 26.6500
0 7.5000 26.2000
0 7.5000 25.6500
0 7.0500 25.8500
0 6.9000 27.1500
0 6.1500 26.9000
